,ID_Child,flight number,Vessel name,Consignee,forwarding company,supplier,goods,Date of shipment,Port of departure,place of dispatch,destination,Cabinet number,Shipping container number,Air freight container number,Customs clearance date,Inspection date,Release date,date of service,Truck number,Invoice number,Customs clearance status,Inspection status,Release status,Delivery status,Total amount of income_RMB,Total amount of income_USD,Actual arrival date,Total number of boxes,Allocated,Remaining boxes,Whether to check,reinsurance policy,ships name,Packing list number,Assign customers,Total sales price,Total expenses,Invoicing amount,Container No,headquarters,Distribution type,Distribution status,Bill number,Whether to return the bill,Expected full container sales amount in yuan,Batch distribution customers,Customs declaration form,Number,SUB TOTAL COST,FF Shanghai fee,TOTAL COST,Revenue by KG,Balance Payment,Extra VAT,Bank charges,Costs by KG,Final return,Commercial invoice,Return by KG,Import VAT,Desc: Default: Nullable:True,Total company expenses,USD SUB TOTAL COST,USD Balance Payment,USD Final return,USD Commercial invoice,USD Return by KG,USD Import VAT,USD Extra VAT,USD Bank charges,USD Costs by KG,USD FF Shanghai fee,USD TOTAL COST,USD Revenue by KG,Total weight,Desc: Default: Nullable:True_V2,One time quotation,Second quotation,Extra VAT Real,weight,Type,Currenc,FF fee,Notes,Year,Total sales price_V2,Total income,Customer,Extra VAT_V2,Customer fee,Total sales price1,total amount of expenses1,invoice amount1,Expected full container sales amount of 10000 yuan,Expected full container sales amount of RMB 1,Transaction method,Packing verification date,Desc: Default: Nullable:True_V3,Salesperson,system date,Settlement or not,Total expenses original,Total expenses original_V2,Detailed address,Agency ID,Variety,Package,Stock,Status,Fruit,ETA,Confirmed,Total RMB,Total USD,Total Subcontracting Sales Amount,Total number of boxes_V2,Subcontracting unit price,Total subcontract amount,System date_V2,U8 Cost,Fruit_V2,Estimated value,ARRIVAL_DATE,Agency quotation,Box Count Bill,Desc: Default: Nullable:True_V4,Packing,Sales,disparity,Season,Week,Main Table ID,Serial Number,goods_Child,Cabinet number_Child,Packaging specification name,sale date,Board number,brand,type_Children,Calibre,selling price,Revenue USD,remarks,custom,arrival date,Customer dropdown,Bill Details ID,Sales price in RMB,Revenue RMB,statement date,Sales weight,List-Cost,grade,Market price,List-Return,Pack code,bill,number_Children,CODIGO_PM
16199,5084602130385880333,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,22,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222519.0,RED DREAMS,BROOKS,4JD,288,288,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD202310310076329,2100,2100,2023-10-31T00:00:00,5,"309,93","3,41973691400109E+18",,"1738,8357",C0535096,ZD2023103100763,1,5kg
16200,5163551816024541882,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,6,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222519.0,RED DREAMS,BROOKS,4JD,285,570,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD202310310076314,2080,4160,2023-10-31T00:00:00,5,"309,93","3,41973691400109E+18",,"3444,55072",C0535096,ZD2023103100763,2,5kg
16201,5250802049550404573,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,9,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222519.0,RED DREAMS,BROOKS,4JD,288,575,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD202310310076317,2100,4200,2023-10-31T00:00:00,5,"309,93","3,41973691400109E+18",,"3477,6714",C0535096,ZD2023103100763,2,5kg
16202,5888039473941924221,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,1,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222522.0,RED DREAMS,BROOKS,2J,219,1753,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD20231031007631,1600,12800,2023-10-31T00:00:00,5,"309,93","-2,22482897021224E+18",,"10598,6176",C0535096,ZD2023103100763,8,5kg
16203,6382134272421350297,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,15,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222522.0,RED DREAMS,BROOKS,4J,260,260,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD202310310076322,1900,1900,2023-10-31T00:00:00,5,"309,93","-2,93787415085093E+18",,"1573,2323",C0535096,ZD2023103100763,1,5kg
16204,6915198512628646550,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,8,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222519.0,RED DREAMS,BROOKS,4JD,288,1151,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD202310310076316,2100,8400,2023-10-31T00:00:00,5,"309,93","3,41973691400109E+18",,"6955,3428",C0535096,ZD2023103100763,4,5kg
16205,7122138323609012326,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,11,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222522.0,RED DREAMS,BROOKS,5J,274,13151,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD202310310076319,2000,96000,2023-10-31T00:00:00,5,"309,93","-6,85946191241132E+17",,"79489,632",C0535096,ZD2023103100763,48,5kg
16206,7534561731139486526,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,14,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222522.0,RED DREAMS,BROOKS,4J,267,267,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD202310310076321,1950,1950,2023-10-31T00:00:00,5,"309,93","-2,93787415085093E+18",,"1614,63315",C0535096,ZD2023103100763,1,5kg
16207,7616419060456244568,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,17,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222522.0,RED DREAMS,BROOKS,4J,260,521,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD202310310076324,1900,3800,2023-10-31T00:00:00,5,"309,93","-2,93787415085093E+18",,"3146,4646",C0535096,ZD2023103100763,2,5kg
16531,7777026280273101728,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,33,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222519.0,RED DREAMS,BROOKS,4JD,288,1438,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD202310310076339,2100,10500,2023-10-31T00:00:00,5,"309,93","3,41973691400109E+18",,"8694,1785",C0535096,ZD2023103100763,5.0,5kg
16532,8005922826949839327,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,25,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222519.0,RED DREAMS,BROOKS,4JD,288,2877,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD202310310076331,2100,21000,2023-10-31T00:00:00,5,"309,93","3,41973691400109E+18",,"17388,357",C0535096,ZD2023103100763,10.0,5kg
16533,8992159847776733367,,MARTINAIR,"SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB","SHANGHAI HUI ZHAN INTERNATIONAL TRADE CO., LTD - FFASIA- RMB",SAN FRANCISCO LO GARCES SPA.,CEREZAS,2023-10-25T00:00:00,C.A.M. BENITEZ,CHILE,CHINA,057-05018016,,057-05018016,2023-10-27T00:00:00,,2023-10-28T00:00:00,2023-10-25T00:00:00,?FW19J6,9,"4,75793014838266E+18","-7,26715649698413E+17","4,75793014838266E+18","4,75793014838266E+18",480260,65787,2023-10-28T00:00:00,240,240,0,"1,3056900577659E+18",,"-5,43414544828155E+18",ZX2023102500001,"-2,63656860086342E+18",480260,"14302,2","465957,8",05705018016,j,"6,45391138077103E+18",pending,,"-3,848633054002E+18",1000000.0,"-2,63656860086342E+18","7,88110665001922E+18",,"46504,16",27880,"74384,16","400,216667","405875,84","7712,52",500,"61,9868","397663,32",410574,"331,3861","36951,66","-2,46895395807263E+18",45674,"6370,43","55599,43","54474,43","56243,01","45,4","5061,87","1056,51","68,49","8,49","3819,18","10189,61","54,82",1200,"7,3",410574,0,,1200,"-4,31236837754501E+18","-7,29268782738707E+18","0,03",,,87160,480260,junnong,"7712,52","13472,2",480260,"14302,2","465957,8",,1000000.0,"-2,17150722380305E+18",,"1,3056900577659E+18",,,,"14302,2",,,????????????,BROOKS,C0535096,,"-9,13865717492139E+18",CEREZAS,2023-10-28,,"45674,16","6256,73",0,240.0,0,0,,410574,"3,33914953641822E+18",1000000.0,2023-10-28T00:00:00,10.0,240,AIR,1200,1200,0,"-7,39559448263477E+18","-2,84240968582887E+18",-3220148231718747261,40,CEREZAS,057-05018016,CART. 5 Kg 30x50 96 mm,2023-10-29,2840222519.0,RED DREAMS,BROOKS,4JD,288,1151,,junnong,2023-10-25T00:00:00,"-2,63656860086342E+18",057-05018016ZD20231031007636,2100,8400,2023-10-31T00:00:00,5,"309,93","3,41973691400109E+18",,"6955,3428",C0535096,ZD2023103100763,4.0,5kg
